0.012,0.024
0.0079999,0.010667
0.0071999,0.0086399
0.0016,0.00042666
0.00079999,0.00010667
-0.0016,0.00042666
-0.00079999,0.00010667
-0.0024,0.00095999
0,0
0,0
0,0
0,0
0.0032,0.0017066
0,0
-0.0016,0.00042666
-0.0016,0.00042666
-0.004,0.0026666
-0.0063999,0.0068266
-0.0024,0.00095999
-0.0095999,0.01536
-0.012,0.024
-0.0104,0.018026
-0.012,0.024
-0.0104,0.018026
-0.0104,0.018026
-0.0104,0.018026
-0.012,0.024
-0.0104,0.018026
-0.0087999,0.012907
-0.0112,0.020906
-0.012,0.024
-0.0104,0.018026
-0.0104,0.018026
-0.0087999,0.012907
-0.0087999,0.012907
-0.0071999,0.0086399
-0.0087999,0.012907
-0.0071999,0.0086399
-0.0087999,0.012907
-0.0087999,0.012907
-0.0087999,0.012907
-0.0055999,0.0052266
-0.0104,0.018026
-0.0112,0.020906
-0.0047999,0.00384
-0.0087999,0.012907
-0.00079999,0.00010667
-0.0032,0.0017066
-0.0055999,0.0052266
-0.0112,0.020906
-0.0104,0.018026
-0.0087999,0.012907
-0.0079999,0.010667
-0.0024,0.00095999
0,0
0,0
0,0
0,0
0.00079999,0.00010667
0.00079999,0.00010667
0.0024,0.00095999
0.0024,0.00095999
0.00079999,0.00010667
0.0032,0.0017066
0.0024,0.00095999
0.0032,0.0017066
0.0016,0.00042666
0.004,0.0026666
0.0032,0.0017066
0.0079999,0.010667
0.012,0.024
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.0087999,0.012907
0.0104,0.018026
0.0112,0.020906
0.0112,0.020906
0.0087999,0.012907
0.0112,0.020906
0.0112,0.020906
0.0104,0.018026
0.004,0.0026666
0.0055999,0.0052266
0.0087999,0.012907
0.0071999,0.0086399
0.0087999,0.012907
0.0071999,0.0086399
0.0071999,0.0086399
0.0079999,0.010667
0.0087999,0.012907
0.0055999,0.0052266
0.012,0.024
0.0112,0.020906
0.0095999,0.01536
0.0095999,0.01536
0.0104,0.018026
0.0079999,0.010667
0.0063999,0.0068266
0.012,0.024
0.0095999,0.01536
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0095999,0.01536
0.0079999,0.010667
0.0063999,0.0068266
0.0071999,0.0086399
0.0079999,0.010667
0.0055999,0.0052266
0.0071999,0.0086399
0.0063999,0.0068266
0.0079999,0.010667
-0.004,0.0026666
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0104,0.018026
-0.0104,0.018026
-0.0095999,0.01536
-0.012,0.024
-0.0095999,0.01536
-0.012,0.024
-0.0104,0.018026
-0.0112,0.020906
-0.0047999,0.00384
-0.0055999,0.0052266
-0.0112,0.020906
-0.0079999,0.010667
-0.0055999,0.0052266
-0.0087999,0.012907
-0.0071999,0.0086399
-0.0079999,0.010667
-0.0063999,0.0068266
-0.0095999,0.01536
-0.012,0.024
-0.0104,0.018026
-0.012,0.024
-0.0104,0.018026
-0.012,0.024
-0.0104,0.018026
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0104,0.018026
-0.0104,0.018026
-0.0104,0.018026
-0.0104,0.018026
-0.0087999,0.012907
-0.0104,0.018026
-0.0104,0.018026
-0.012,0.024
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0104,0.018026
-0.0104,0.018026
-0.0104,0.018026
-0.0087999,0.012907
-0.0104,0.018026
-0.0104,0.018026
-0.0112,0.020906
-0.004,0.0026666
0.00079999,0.00010667
0.0024,0.00095999
0.0024,0.00095999
0.0024,0.00095999
0.0095999,0.01536
0.0071999,0.0086399
0.0071999,0.0086399
0.012,0.024
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.0095999,0.01536
0.0095999,0.01536
0.0104,0.018026
0.0087999,0.012907
-0.00079999,0.00010667
0.0095999,0.01536
0.0079999,0.010667
0.0095999,0.01536
0.0055999,0.0052266
0.0104,0.018026
0.0112,0.020906
0.0112,0.020906
0.012,0.024
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.00079999,0.00010667
0.0016,0.00042666
0.0055999,0.0052266
0.0047999,0.00384
0.004,0.0026666
0.0032,0.0017066
-0.0024,0.00095999
0.00079999,0.00010667
0.00079999,0.00010667
0.00079999,0.00010667
0,0
0,0
0,0
0.00079999,0.00010667
0.00079999,0.00010667
0.0024,0.00095999
0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.0024,0.00095999
-0.0024,0.00095999
-0.004,0.0026666
-0.0087999,0.012907
-0.0063999,0.0068266
-0.0063999,0.0068266
-0.0087999,0.012907
-0.0071999,0.0086399
-0.0071999,0.0086399
-0.0055999,0.0052266
-0.0055999,0.0052266
-0.0063999,0.0068266
-0.0071999,0.0086399
-0.0071999,0.0086399
-0.0087999,0.012907
-0.0016,0.00042666
-0.0071999,0.0086399
-0.004,0.0026666
-0.0079999,0.010667
-0.0016,0.00042666
-0.0032,0.0017066
-0.004,0.0026666
-0.0016,0.00042666
0,0
0,0
-0.0016,0.00042666
-0.0016,0.00042666
-0.0016,0.00042666
0.0063999,0.0068266
0.0055999,0.0052266
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.0016,0.00042666
0,0
0.012,0.024
0.0104,0.018026
0.0095999,0.01536
0.0095999,0.01536
0.0112,0.020906
0.0104,0.018026
0.012,0.024
0.0047999,0.00384
0.0063999,0.0068266
0.0087999,0.012907
0.0104,0.018026
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.012,0.024
0.0112,0.020906
0.0095999,0.01536
0.0095999,0.01536
0.0079999,0.010667
0.0063999,0.0068266
0.0063999,0.0068266
0.0055999,0.0052266
0.0071999,0.0086399
0.0071999,0.0086399
0.0071999,0.0086399
0.0071999,0.0086399
0.0071999,0.0086399
0.0055999,0.0052266
0,0
0.0016,0.00042666
-0.0016,0.00042666
-0.0071999,0.0086399
-0.0087999,0.012907
-0.0063999,0.0068266
-0.0104,0.018026
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0095999,0.01536
-0.0071999,0.0086399
-0.0079999,0.010667
-0.0079999,0.010667
-0.0055999,0.0052266
-0.0047999,0.00384
-0.0016,0.00042666
-0.00079999,0.00010667
0,0
-0.00079999,0.00010667
0.00079999,0.00010667
0.00079999,0.00010667
0.00079999,0.00010667
0,0
-0.0016,0.00042666
0.004,0.0026666
0.00079999,0.00010667
-0.0032,0.0017066
-0.0055999,0.0052266
-0.0016,0.00042666
0.00079999,0.00010667
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
-0.0016,0.00042666
-0.0024,0.00095999
-0.00079999,0.00010667
-0.0024,0.00095999
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.004,0.0026666
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0063999,0.0068266
-0.0079999,0.010667
-0.004,0.0026666
-0.0087999,0.012907
-0.0024,0.00095999
-0.0016,0.00042666
0,0
0,0
0,0
0,0
0.0016,0.00042666
0.0016,0.00042666
0.0032,0.0017066
0.00079999,0.00010667
0.0032,0.0017066
0.0016,0.00042666
0.0016,0.00042666
0.0016,0.00042666
0.0016,0.00042666
0.00079999,0.00010667
-0.0095999,0.01536
-0.0071999,0.0086399
-0.012,0.024
-0.0104,0.018026
-0.012,0.024
-0.0095999,0.01536
-0.0071999,0.0086399
-0.0079999,0.010667
-0.0087999,0.012907
-0.0079999,0.010667
-0.0055999,0.0052266
-0.0087999,0.012907
-0.012,0.024
-0.0112,0.020906
-0.0095999,0.01536
-0.004,0.0026666
-0.0071999,0.0086399
-0.0071999,0.0086399
-0.0063999,0.0068266
-0.0079999,0.010667
-0.0095999,0.01536
-0.0095999,0.01536
-0.0095999,0.01536
-0.0095999,0.01536
-0.0071999,0.0086399
0.0016,0.00042666
0,0
0,0
-0.00079999,0.00010667
0.00079999,0.00010667
-0.0024,0.00095999
-0.00079999,0.00010667
0.00079999,0.00010667
0.0024,0.00095999
0.00079999,0.00010667
0.0055999,0.0052266
0.0104,0.018026
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0104,0.018026
0.0087999,0.012907
0.0087999,0.012907
0.0087999,0.012907
0.0087999,0.012907
0.0087999,0.012907
0.0104,0.018026
0.0087999,0.012907
0.0071999,0.0086399
0.0047999,0.00384
0.0079999,0.010667
0.0079999,0.010667
0.0104,0.018026
0.0104,0.018026
0.012,0.024
0.0095999,0.01536
0.0087999,0.012907
0.0095999,0.01536
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.0112,0.020906
0.012,0.024
0.0087999,0.012907
0.0032,0.0017066
0.0063999,0.0068266
0.0079999,0.010667
0.0071999,0.0086399
0.0104,0.018026
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.0112,0.020906
0.0087999,0.012907
0.0104,0.018026
0.0104,0.018026
0.0112,0.020906
0.0095999,0.01536
0.0095999,0.01536
0.0112,0.020906
0.0095999,0.01536
0.0079999,0.010667
0.0104,0.018026
0.0055999,0.0052266
0.00079999,0.00010667
-0.0016,0.00042666
0,0
0,0
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.0024,0.00095999
-0.0024,0.00095999
-0.0024,0.00095999
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
0.0016,0.00042666
0,0
0.0016,0.00042666
0,0
0,0
0,0
-0.0016,0.00042666
0,0
0,0
-0.0024,0.00095999
-0.0024,0.00095999
-0.004,0.0026666
-0.0024,0.00095999
-0.004,0.0026666
-0.0024,0.00095999
-0.0024,0.00095999
-0.0024,0.00095999
-0.0024,0.00095999
-0.00079999,0.00010667
-0.0024,0.00095999
0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
0.0016,0.00042666
0.00079999,0.00010667
0.00079999,0.00010667
-0.0016,0.00042666
-0.004,0.0026666
-0.00079999,0.00010667
0.0016,0.00042666
0,0
-0.0016,0.00042666
-0.00079999,0.00010667
0.0016,0.00042666
0,0
0,0
0,0
0.0016,0.00042666
-0.004,0.0026666
-0.0112,0.020906
-0.0112,0.020906
-0.0063999,0.0068266
-0.0079999,0.010667
-0.0087999,0.012907
-0.0087999,0.012907
-0.0032,0.0017066
-0.0055999,0.0052266
-0.0063999,0.0068266
-0.0095999,0.01536
-0.0087999,0.012907
-0.0112,0.020906
-0.0095999,0.01536
-0.012,0.024
-0.0104,0.018026
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0112,0.020906
-0.0095999,0.01536
-0.0095999,0.01536
-0.0079999,0.010667
-0.0079999,0.010667
-0.0079999,0.010667
-0.0063999,0.0068266
-0.0087999,0.012907
-0.0071999,0.0086399
-0.0079999,0.010667
-0.0095999,0.01536
-0.0095999,0.01536
-0.0095999,0.01536
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.012,0.024
-0.0112,0.020906
-0.0095999,0.01536
-0.0087999,0.012907
-0.0047999,0.00384
-0.0095999,0.01536
-0.012,0.024
-0.0104,0.018026
-0.0104,0.018026
-0.0095999,0.01536
-0.0104,0.018026
-0.0104,0.018026
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0071999,0.0086399
0,0
0,0
-0.0032,0.0017066
0,0
0.00079999,0.00010667
-0.00079999,0.00010667
-0.0063999,0.0068266
-0.0055999,0.0052266
-0.0032,0.0017066
0.0016,0.00042666
0.0024,0.00095999
0.00079999,0.00010667
0.00079999,0.00010667
0.0055999,0.0052266
-0.00079999,0.00010667
0,0
0.0016,0.00042666
0,0
0.0016,0.00042666
0.0016,0.00042666
0,0
0.0024,0.00095999
0,0
0,0
-0.0016,0.00042666
0.00079999,0.00010667
-0.00079999,0.00010667
0,0
0,0
0,0
0.0016,0.00042666
0,0
0.0016,0.00042666
0.00079999,0.00010667
0,0
0,0
-0.0016,0.00042666
0,0
-0.0016,0.00042666
0,0
0,0
0,0
0.0016,0.00042666
0,0
0,0
0.0055999,0.0052266
0.0016,0.00042666
0.00079999,0.00010667
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
0.00079999,0.00010667
0.0024,0.00095999
0.0016,0.00042666
0.00079999,0.00010667
0,0
-0.00079999,0.00010667
0.0024,0.00095999
0.00079999,0.00010667
-0.0024,0.00095999
-0.0055999,0.0052266
0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
0,0
0,0
-0.0024,0.00095999
0.00079999,0.00010667
-0.00079999,0.00010667
0.004,0.0026666
0,0
0,0
0.0032,0.0017066
0,0
0,0
0,0
-0.00079999,0.00010667
0.0087999,0.012907
0.0104,0.018026
0.0112,0.020906
0.0095999,0.01536
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0112,0.020906
0.0095999,0.01536
0.0055999,0.0052266
0.0095999,0.01536
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0095999,0.01536
0.0079999,0.010667
0.0087999,0.012907
0.0112,0.020906
0.0104,0.018026
0.0095999,0.01536
0.0047999,0.00384
0.0047999,0.00384
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.0104,0.018026
0.0104,0.018026
0.0112,0.020906
0.0087999,0.012907
0.0087999,0.012907
0.0024,0.00095999
-0.00079999,0.00010667
0.00079999,0.00010667
-0.0032,0.0017066
0.0032,0.0017066
0.0079999,0.010667
0.0063999,0.0068266
0.012,0.024
0.0087999,0.012907
0.0071999,0.0086399
0.0087999,0.012907
0.00079999,0.00010667
0,0
0,0
0.0016,0.00042666
-0.00079999,0.00010667
0.00079999,0.00010667
0.0016,0.00042666
-0.0024,0.00095999
0,0
-0.0016,0.00042666
0.00079999,0.00010667
-0.00079999,0.00010667
0,0
-0.0024,0.00095999
0,0
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.0024,0.00095999
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
0.0016,0.00042666
0.00079999,0.00010667
-0.00079999,0.00010667
0.00079999,0.00010667
0.00079999,0.00010667
0.00079999,0.00010667
0.0024,0.00095999
0,0
-0.0024,0.00095999
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.0063999,0.0068266
-0.0079999,0.010667
-0.012,0.024
-0.0104,0.018026
-0.0087999,0.012907
-0.0024,0.00095999
0,0
0,0
-0.00079999,0.00010667
-0.0032,0.0017066
-0.0055999,0.0052266
-0.0087999,0.012907
-0.012,0.024
-0.0087999,0.012907
-0.0071999,0.0086399
-0.0063999,0.0068266
-0.0095999,0.01536
-0.0095999,0.01536
-0.0079999,0.010667
-0.0095999,0.01536
-0.0095999,0.01536
-0.0095999,0.01536
-0.0087999,0.012907
-0.0016,0.00042666
-0.0071999,0.0086399
-0.0071999,0.0086399
-0.012,0.024
-0.0104,0.018026
-0.0112,0.020906
-0.0087999,0.012907
-0.0104,0.018026
-0.0087999,0.012907
-0.0112,0.020906
-0.0087999,0.012907
-0.0104,0.018026
-0.0087999,0.012907
-0.0087999,0.012907
-0.0112,0.020906
-0.0095999,0.01536
-0.012,0.024
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0079999,0.010667
-0.0095999,0.01536
-0.0079999,0.010667
-0.0095999,0.01536
-0.0071999,0.0086399
-0.00079999,0.00010667
-0.0016,0.00042666
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.0024,0.00095999
-0.00079999,0.00010667
0,0
0,0
-0.0016,0.00042666
-0.0016,0.00042666
-0.0016,0.00042666
-0.0016,0.00042666
-0.0032,0.0017066
-0.0016,0.00042666
0,0
-0.0016,0.00042666
-0.0016,0.00042666
-0.0055999,0.0052266
-0.00079999,0.00010667
-0.00079999,0.00010667
0.0024,0.00095999
0,0
0.0032,0.0017066
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
0.0016,0.00042666
-0.00079999,0.00010667
0.0024,0.00095999
0.0055999,0.0052266
0.00079999,0.00010667
0,0
0.0032,0.0017066
0.0055999,0.0052266
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0079999,0.010667
0.0095999,0.01536
0.0104,0.018026
0.0104,0.018026
0.0104,0.018026
0.0095999,0.01536
0.0055999,0.0052266
0.0095999,0.01536
0.0112,0.020906
0.0104,0.018026
0.0095999,0.01536
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.0095999,0.01536
0.0095999,0.01536
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.0104,0.018026
0.0104,0.018026
0.0087999,0.012907
0.0095999,0.01536
0.0055999,0.0052266
0.0047999,0.00384
0.0071999,0.0086399
0.0032,0.0017066
0.0063999,0.0068266
0.0087999,0.012907
0.0104,0.018026
0.0063999,0.0068266
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0079999,0.010667
0.004,0.0026666
0.00079999,0.00010667
-0.0047999,0.00384
0,0
0.0024,0.00095999
-0.0032,0.0017066
-0.0055999,0.0052266
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0079999,0.010667
-0.0112,0.020906
-0.0104,0.018026
-0.0104,0.018026
-0.0104,0.018026
-0.0104,0.018026
-0.0071999,0.0086399
-0.0087999,0.012907
-0.0087999,0.012907
-0.0095999,0.01536
-0.0087999,0.012907
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0095999,0.01536
-0.0087999,0.012907
-0.0071999,0.0086399
-0.0079999,0.010667
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0095999,0.01536
-0.0095999,0.01536
-0.0079999,0.010667
-0.0087999,0.012907
-0.0055999,0.0052266
-0.0055999,0.0052266
-0.0095999,0.01536
-0.0055999,0.0052266
-0.0087999,0.012907
-0.0104,0.018026
-0.0112,0.020906
-0.0087999,0.012907
-0.0112,0.020906
-0.012,0.024
-0.0104,0.018026
-0.0095999,0.01536
-0.0055999,0.0052266
-0.0024,0.00095999
0,0
0,0
0.00079999,0.00010667
0.0071999,0.0086399
0.0071999,0.0086399
0.0095999,0.01536
0.012,0.024
0.0104,0.018026
0.0104,0.018026
0.0087999,0.012907
0.0104,0.018026
0.0112,0.020906
0.0095999,0.01536
0.0112,0.020906
0.0095999,0.01536
0.0095999,0.01536
0.0095999,0.01536
0.0079999,0.010667
0.0079999,0.010667
0.0079999,0.010667
0.0079999,0.010667
0.0063999,0.0068266
0.0063999,0.0068266
0.0063999,0.0068266
0.0063999,0.0068266
0.0063999,0.0068266
0.0087999,0.012907
0.0104,0.018026
0.012,0.024
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0095999,0.01536
0.0079999,0.010667
0.0079999,0.010667
0.0095999,0.01536
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0112,0.020906
0.0095999,0.01536
0.012,0.024
0.012,0.024
0.0104,0.018026
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0079999,0.010667
0.0079999,0.010667
0.0063999,0.0068266
0.00079999,0.00010667
0.004,0.0026666
0.0016,0.00042666
0,0
0,0
0.0016,0.00042666
0.0016,0.00042666
0,0
-0.0032,0.0017066
0.00079999,0.00010667
-0.0032,0.0017066
0,0
0,0
0,0
0.0016,0.00042666
0.0016,0.00042666
0.0032,0.0017066
0.0032,0.0017066
0.0032,0.0017066
-0.0032,0.0017066
-0.0024,0.00095999
-0.0032,0.0017066
-0.0079999,0.010667
-0.012,0.024
-0.0112,0.020906
-0.0112,0.020906
-0.0104,0.018026
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0079999,0.010667
-0.0079999,0.010667
-0.0071999,0.0086399
-0.0095999,0.01536
-0.0079999,0.010667
-0.0079999,0.010667
-0.0063999,0.0068266
-0.0063999,0.0068266
-0.0071999,0.0086399
-0.0024,0.00095999
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.0079999,0.010667
-0.0063999,0.0068266
-0.00079999,0.00010667
0.0016,0.00042666
0.0016,0.00042666
0.0016,0.00042666
0.0016,0.00042666
0.0016,0.00042666
-0.0016,0.00042666
-0.0032,0.0017066
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
0.00079999,0.00010667
0.00079999,0.00010667
0.0032,0.0017066
-0.00079999,0.00010667
0.0016,0.00042666
-0.0016,0.00042666
-0.0032,0.0017066
-0.0024,0.00095999
-0.0024,0.00095999
-0.0032,0.0017066
-0.0024,0.00095999
0.00079999,0.00010667
0.0016,0.00042666
0.0063999,0.0068266
0.0071999,0.0086399
0.0071999,0.0086399
0.0104,0.018026
0.0104,0.018026
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0104,0.018026
0.0087999,0.012907
0.0104,0.018026
0.0087999,0.012907
0.0087999,0.012907
0.0071999,0.0086399
0.0047999,0.00384
0.0087999,0.012907
0.0071999,0.0086399
0.0071999,0.0086399
0.0071999,0.0086399
0.0071999,0.0086399
0.0079999,0.010667
0.0032,0.0017066
-0.00079999,0.00010667
-0.0016,0.00042666
0.0063999,0.0068266
0.0063999,0.0068266
0.00079999,0.00010667
0,0
0,0
-0.0016,0.00042666
0,0
0,0
0.0016,0.00042666
0.0032,0.0017066
0.00079999,0.00010667
-0.0016,0.00042666
0.00079999,0.00010667
-0.0016,0.00042666
0.00079999,0.00010667
0,0
0,0
0,0
0.0016,0.00042666
0.0032,0.0017066
0.0024,0.00095999
0.0024,0.00095999
0.00079999,0.00010667
0.0016,0.00042666
-0.0032,0.0017066
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
-0.0016,0.00042666
-0.004,0.0026666
0,0
0.00079999,0.00010667
0,0
0,0
0.0016,0.00042666
0.0016,0.00042666
0,0
0.0016,0.00042666
0.0016,0.00042666
0.0016,0.00042666
0.004,0.0026666
0,0
0.0016,0.00042666
0,0
0,0
0,0
-0.0016,0.00042666
-0.0016,0.00042666
0,0
0.0016,0.00042666
0.0024,0.00095999
-0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.0016,0.00042666
0,0
-0.0016,0.00042666
0.0016,0.00042666
-0.0016,0.00042666
-0.00079999,0.00010667
-0.0032,0.0017066
-0.0087999,0.012907
-0.0095999,0.01536
-0.0104,0.018026
-0.0104,0.018026
-0.0104,0.018026
-0.0087999,0.012907
-0.0104,0.018026
-0.0079999,0.010667
-0.0095999,0.01536
-0.0063999,0.0068266
-0.0095999,0.01536
-0.0112,0.020906
-0.0095999,0.01536
-0.0079999,0.010667
-0.0071999,0.0086399
-0.0104,0.018026
-0.0112,0.020906
-0.012,0.024
-0.0104,0.018026
-0.0104,0.018026
-0.0087999,0.012907
-0.0087999,0.012907
-0.0087999,0.012907
-0.0104,0.018026
-0.0104,0.018026
-0.0104,0.018026
-0.0087999,0.012907
-0.012,0.024
-0.0104,0.018026
-0.0112,0.020906
-0.0112,0.020906
-0.0104,0.018026
-0.0087999,0.012907
-0.0104,0.018026
-0.0112,0.020906
-0.0112,0.020906
-0.0104,0.018026
-0.012,0.024
-0.0104,0.018026
-0.0087999,0.012907
-0.0071999,0.0086399
-0.0071999,0.0086399
-0.0055999,0.0052266
-0.0047999,0.00384
-0.0087999,0.012907
-0.0063999,0.0068266
-0.0055999,0.0052266
-0.0063999,0.0068266
-0.0079999,0.010667
-0.0087999,0.012907
-0.0032,0.0017066
-0.00079999,0.00010667
0,0
0,0
-0.0016,0.00042666
-0.0016,0.00042666
-0.0016,0.00042666
0,0
0,0
-0.0016,0.00042666
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
-0.00079999,0.00010667
0.0079999,0.010667
0.0104,0.018026
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0079999,0.010667
0.0079999,0.010667
0.0063999,0.0068266
0.0071999,0.0086399
0.0071999,0.0086399
0.0087999,0.012907
0.0047999,0.00384
0.0112,0.020906
0.0112,0.020906
0.0104,0.018026
0.012,0.024
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0104,0.018026
0.0087999,0.012907
0.0095999,0.01536
0.0104,0.018026
0.0071999,0.0086399
0.0095999,0.01536
0.0095999,0.01536
0.0087999,0.012907
0.0071999,0.0086399
0.0071999,0.0086399
0.0079999,0.010667
0.0079999,0.010667
0.0047999,0.00384
0.0079999,0.010667
0.0095999,0.01536
0.0104,0.018026
0.012,0.024
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0112,0.020906
0.0095999,0.01536
0.0095999,0.01536
0.0087999,0.012907
0.0095999,0.01536
0.0112,0.020906
0.0104,0.018026
0.0032,0.0017066
0.0016,0.00042666
-0.00079999,0.00010667
0.00079999,0.00010667
0,0
0,0
0.0016,0.00042666
0.0016,0.00042666
0.0032,0.0017066
0.0024,0.00095999
0.004,0.0026666
0.00079999,0.00010667
0.00079999,0.00010667
-0.00079999,0.00010667
0,0
0,0
0,0
0,0
0,0
0.00079999,0.00010667
0.00079999,0.00010667
0.0024,0.00095999
0.00079999,0.00010667
0.0016,0.00042666
0.0032,0.0017066
0.00079999,0.00010667
-0.00079999,0.00010667
0,0
0,0
0,0
0,0
-0.0016,0.00042666
-0.0016,0.00042666
-0.0016,0.00042666
0.00079999,0.00010667
0.00079999,0.00010667
-0.0016,0.00042666
-0.0024,0.00095999
-0.0032,0.0017066
-0.0071999,0.0086399
-0.0079999,0.010667
-0.0104,0.018026
-0.0112,0.020906
-0.0112,0.020906
-0.0112,0.020906
-0.0095999,0.01536
-0.0095999,0.01536
-0.0095999,0.01536
-0.0112,0.020906
-0.0104,0.018026
-0.0104,0.018026
-0.012,0.024
-0.0104,0.018026
-0.012,0.024
-0.0112,0.020906
-0.0095999,0.01536
-0.0112,0.020906
-0.0095999,0.01536
-0.0112,0.020906
-0.0079999,0.010667
-0.012,0.024
-0.0104,0.018026
-0.0079999,0.010667
-0.0095999,0.01536
-0.012,0.024
-0.0079999,0.010667
-0.0112,0.020906
-0.0055999,0.0052266
-0.004,0.0026666
-0.0024,0.00095999
-0.0032,0.0017066
0,0
0,0
-0.0079999,0.010667
-0.004,0.0026666
0,0
-0.0024,0.00095999
-0.0079999,0.010667
-0.0024,0.00095999
-0.0047999,0.00384
0.00079999,0.00010667
0.00079999,0.00010667
0.0024,0.00095999
0.00079999,0.00010667
0,0
0,0
0,0
0,0
0.00079999,0.00010667
0.0047999,0.00384
0.0071999,0.0086399
0.0079999,0.010667
0.0104,0.018026
0.0071999,0.0086399
0.0095999,0.01536
0.0104,0.018026
0.012,0.024
0.0112,0.020906
